Word,Length,SUBTLWF,Concreteness_Rating,Emotional_Valence
boob,4,3.00,4.38,5.29
booby,5,2.53,4.21,7.23
boogie,6,5.20,3.23,3.8
book,4,176.98,4.9,7.05
bookie,6,2.55,3.92,4.57
bookkeeper,10,1.27,4.64,5.58
boom,4,21.80,3.66,4.74
boon,4,2.12,2.48,4.84
boost,5,4.51,2.89,6.53
booster,7,2.65,2.93,4.52
boot,4,11.14,4.96,5.3
booth,5,20.37,4.42,5.25
boots,5,19.16,5,5.89
booty,5,6.14,4.36,5.63
booze,5,10.94,4.48,5
bop,3,1.84,3.63,5.63
border,6,17.18,4.29,4.68
borderline,10,1.59,3,4
bored,5,20.18,2.13,2.95
boredom,7,2.14,1.96,2.77
boring,6,27.41,2.07,2.71
born,4,83.69,3.22,7.33
borough,7,1.18,3.81,5
borrow,6,29.31,3.1,5.18
bosom,5,3.12,4.63,6.44
boss,4,124.29,3.83,4.76
bossy,5,1.75,2.21,2.86
botanical,9,1.04,3.54,5.77
bother,6,67.37,2,4.44
bottle,6,50.75,4.91,5.47
bottom,6,49.92,4.25,3.61
bounce,6,9.84,3.86,6.1
bouncer,7,1.59,4.38,4.37
bouncy,6,1.78,3.18,6.64
bound,5,18.43,3.43,4.05
boundary,8,1.35,3.04,4.75
bounty,6,7.18,3.41,4.37
bouquet,7,3.22,4.74,6.67
bourbon,7,6.25,4.93,5.7
bout,4,19.10,3,3.9
boutique,8,1.08,4.27,6.1
bow,3,20.27,4.61,5.46
bowel,5,3.59,4.53,3.21
bowels,6,1.71,4.33,3.25
bowl,4,21.45,4.87,5.67
bowler,6,1.31,4.45,5.18
bowling,7,10.69,4.56,6.68
box,3,89.75,4.9,5.33
boxer,5,3.84,4.63,5.21
boxing,6,7.25,4.55,4.47
boy,3,529.82,4.76,5.84
boyfriend,9,72.24,4.59,7.06
bra,3,10.92,4.54,5.9
brace,5,6.25,3.96,4.85
bracelet,8,7.80,4.96,6.48
brag,4,3.51,2.41,4.05
brain,5,77.02,4.69,6.22
brake,5,5.98,4.44,4.9
bran,4,1.31,4.48,4.84
branch,6,10.08,4.9,5.15
brand,5,13.96,3.29,5.05
brandy,6,11.12,4.81,5.67
brass,5,12.12,4.7,5.05
brat,4,6.22,3.62,2.67
brave,5,31.71,2.26,7.38
bravery,7,2.88,1.96,7.38
brawl,5,2.12,3.63,3.64
brazen,6,1.18,1.93,5
breach,6,6.22,2.48,3.67
bread,5,28.33,4.92,6.52
break,5,221.08,3.71,5.1
breakdown,9,7.31,2.75,3.48
breaker,7,2.29,3.85,3.91
breakfast,9,66.29,4.43,7.39
breakthrough,12,3.43,1.87,6.35
breakup,7,2.92,2,2.19
breast,6,8.96,4.89,6.64
breath,6,44.92,4.36,6.61
breathe,7,48.51,4.07,7.17
breather,8,1.22,3.44,5.95
breathless,10,1.08,3.67,4.95
breathtaking,12,1.24,1.85,7
breed,5,6.33,2.85,5.74
breeding,8,3.65,2.96,5.62
breeze,6,8.04,3.62,7.61
brethren,8,1.33,3.25,5.62
brew,4,2.51,4.07,5.42
brewery,7,1.80,4.62,5.74
bribe,5,6.04,3.44,3.32
bribery,7,1.35,2.89,3.59
brick,5,10.18,4.83,4.65
bridal,6,2.61,3.25,6.2
bride,5,24.22,4.63,6.8
bridegroom,10,1.43,4.39,6.1
bridesmaid,10,2.45,4.41,6.19
bridge,6,45.71,4.97,5.44
brief,5,14.35,2.38,6
briefcase,9,8.59,4.86,5.2
briefing,8,4.57,2.79,4.76
brig,4,3.04,4.48,4
brigade,7,3.20,4.3,4.43
bright,6,44.41,3.92,6.84
brighten,8,1.37,3.41,7.37
brilliance,10,1.47,2.39,7.09
brilliant,9,35.80,2.07,7.5
brimstone,9,1.39,3.83,3.67
bring,5,327.16,2.55,5.68
brink,5,2.49,2.48,4.95
brisk,5,1.04,2.5,5.86
brittle,7,1.39,3.56,3.86
broad,5,14.73,2.45,5.14
broadcast,9,8.96,3.46,4.89
broadcasting,12,3.20,3.52,4.68
broccoli,8,2.27,4.87,6
brochure,8,1.90,4.76,4.74
broken,6,71.25,4.11,2.75
broker,6,3.63,4.03,4.15
bronco,6,1.41,4.75,5.83
bronze,6,2.80,4.47,5.81
brooch,6,1.31,4.19,5.33
brood,5,1.08,2.96,4.65
brook,5,2.04,4.43,7
broom,5,4.76,4.89,5.5
brothel,7,1.61,4.23,4.63
brother,7,283.94,4.43,6.18
brotherhood,11,4.16,2.58,6.42
brow,4,1.84,4.39,5.11
brown,5,60.12,4.48,5.52
bruise,6,3.24,4.73,3.24
bruising,8,1.69,3.6,3.42
brunch,6,3.71,4.41,6.57
brunette,8,3.49,4.57,6.35
brush,5,14.16,4.54,5.47
brutal,6,7.35,2,3.07
brutality,9,2.20,2.48,2.43
brute,5,3.18,3.31,3.48
bubble,6,8.00,4.6,6.43
bubbly,6,1.37,3.52,6.9
buck,4,33.75,4.67,6.5
bucket,6,10.02,4.96,4.55
buckle,6,5.04,4.71,5.05
buckshot,8,1.02,4.78,4.76
buddy,5,102.88,3.48,7.41
budge,5,2.04,2.65,4.83
budget,6,10.06,3.14,4.56
buff,4,2.49,3.73,6.21
buffer,6,1.67,2.89,5.42
buffet,6,4.43,4.67,6.05
bug,3,20.94,5,3.45
buggy,5,2.49,4.18,4.65
bugle,5,1.73,4.84,5.05
bugler,6,1.14,4.58,4
build,5,48.08,3.71,6.33
building,8,99.57,4.64,5.47
buildup,7,1.16,3.08,5.37
bulb,4,3.92,4.93,5.86
bulk,4,1.90,3.24,4.89
bull,4,27.51,4.85,3.95
bulldog,7,4.55,4.71,4.74
bulldozer,9,1.29,4.9,4.81
bullet,6,38.24,4.83,3.45
bulletin,8,3.59,4.72,5.6
bulletproof,11,2.55,3.89,6.2
bully,5,7.22,3.92,2.67
bum,3,15.43,4.21,3.64
bummer,6,4.16,1.97,2.57
bump,4,12.35,4.1,5.05
bumper,6,3.55,4.96,4.79
bumpy,5,3.73,3.76,4.3
bun,3,2.88,4.88,5.47
bunch,5,58.88,3.5,5.83
bundle,6,3.90,4.22,5.1
bungalow,8,1.65,4.63,6.5
bunk,4,6.27,4.3,5.43
bunker,6,4.69,4.79,4.7
bunny,5,18.55,4.97,7.3
buoy,4,1.18,4.57,5.9
burden,6,9.82,2.63,3.05
bureau,6,11.14,4.04,4.7
burger,6,10.24,4.93,6.95
burglar,7,5.53,4.44,2.67
burglary,8,3.57,3.64,2.26
burial,6,4.75,3.93,2.65
burn,4,55.22,4.11,3.73
burner,6,1.82,4.78,3.9
burp,4,1.29,4.34,5.38
burst,5,8.53,3.1,5.43
bury,4,20.67,3.82,1.95
bus,3,74.18,4.9,5.12
bush,4,14.12,4.9,4.75
business,8,321.00,3.28,5.48
businessman,11,7.92,4.47,5.38
bust,4,27.57,3.73,4.77
buster,6,16.14,2.57,4.59
busy,4,106.53,2.41,5.41
butcher,7,8.51,4.65,4.4
butler,6,9.96,4.63,5.62
butt,4,38.57,4.75,5.36
butter,6,20.43,4.9,6.36
buttercup,9,2.37,4.71,6.83
butterfly,9,5.51,4.93,7.23
buttermilk,10,1.22,4.68,5.9
buttocks,8,1.82,4.83,6.85
button,6,28.25,4.96,5.48
buy,3,192.43,3.35,6.82
buyer,5,5.18,4.36,5.9
buzzard,7,1.82,4.74,4.74
buzzer,6,3.94,4.66,5.16
bypass,6,3.57,3.5,3.95
cab,3,35.80,4.88,4.81
cabbage,7,2.90,4.75,4.6
cabin,5,19.65,4.92,5.9
cabinet,7,8.33,4.89,5.1
cable,5,21.73,4.74,5.9
cactus,6,2.90,5,5.11
cadaver,7,1.18,4.48,3.65
cadet,5,3.45,4.21,4.8
cafeteria,9,5.67,4.71,5.68
caffeine,8,2.94,4.04,6.74
cage,4,20.27,5,3.11
cake,4,45.06,4.81,7.58
calamity,8,2.00,2,3.95
calcium,7,1.76,4.07,5.7
calculate,9,2.08,2.74,4.89
calculator,10,1.29,4.86,5.86
calendar,8,7.12,4.62,5.53
calf,4,2.96,4.48,5.44
caliber,7,2.73,3,4.79
call,4,861.39,4,6.18
caller,6,4.35,3.96,5.52
calm,4,89.04,2.83,6.89
camel,5,5.02,4.93,5.29
camera,6,57.00,5,6.61
cameraman,9,2.16,4.63,4.86
camouflage,10,1.84,4.24,5.85
camp,4,51.22,4.35,7
campaign,8,16.78,3,4.55
camper,6,1.43,4.63,5.21
campfire,8,1.25,4.79,6.55
camping,7,6.18,4,6.09
campus,6,10.71,4.64,6.44
can,3,5247.45,4.55,6.41
canal,5,6.39,4.68,5.71
canary,6,2.92,4.63,6.37
cancel,6,18.29,2.41,3.61
cancellation,12,1.27,2.1,3.74
cancer,6,22.33,3.86,1.9
candid,6,2.00,1.81,5.58
candidate,9,8.51,3.81,4.5
candle,6,8.02,4.86,6.14
candlelight,11,1.67,4.48,6.63
candor,6,1.00,1.96,6.14
candy,5,35.78,4.83,7.27
cane,4,8.33,4.87,4.64
canine,6,1.69,4.71,6.22
canister,8,1.43,4.93,4.84
canned,6,4.20,3.68,4.32
cannibal,8,1.10,3.82,2.9
cannon,6,8.71,4.79,4.74
cannonball,10,1.43,4.8,5.14
canoe,5,3.57,4.86,5.76
canopy,6,1.69,4.52,6
canteen,7,1.71,4.88,5.05
canvas,6,4.24,4.78,5.67
canyon,6,8.20,4.81,5.5
cap,3,18.75,4.59,5
capability,10,1.37,1.93,6.63
capable,7,20.82,2.21,7.05
capacity,8,8.10,3.1,5.14
caper,5,1.76,3.74,4.9
capital,7,12.71,4.1,5.29
capitalism,10,1.00,1.96,3.62
capitalist,10,1.53,2.89,5.24
capsule,7,2.55,4.52,5.6
captain,7,208.27,4.19,5.71
captive,7,2.27,3.03,3.27
captivity,9,1.25,2.76,3.14
capture,7,10.59,3.21,5.05
car,3,483.06,4.89,6.63
caramel,7,1.24,4.73,6.68
caravan,7,1.45,4.37,5.86
carbon,6,5.24,4.22,4.5
carcass,7,1.55,4.46,2.85
card,4,85.43,4.9,5.5
cardboard,9,2.71,4.9,4.71
cardiac,7,3.96,2.81,3.73
cardinal,8,4.08,4.74,6.14
care,4,485.25,2.33,7.64
career,6,45.20,2.54,6.11
carefree,8,1.35,1.88,7.32
careful,7,108.82,1.86,6.32
careless,8,4.92,1.78,3.53
caress,6,1.35,4.14,6.82
caretaker,9,2.45,4.24,6.17
cargo,5,9.00,4.62,5.21
carnage,7,1.12,3.48,3.3
carnal,6,1.20,2.72,5.16
carnival,8,7.12,4.68,6.48
carousel,8,1.43,4.93,6.7
carpenter,9,6.00,4.41,5.94
carpet,6,11.65,4.96,5.95
carriage,8,7.47,4.86,6.1
carrier,7,6.39,4.2,5.19
carrot,6,3.82,5,5.79
carry,5,65.90,4.04,5.67
cart,4,9.04,4.89,5.37
cartel,6,1.27,3.3,3.7
carton,6,1.88,5,5.3
cartoon,7,3.76,4.33,6.74
carve,5,3.10,3.69,5.09
case,4,282.41,3.93,5.18
cash,4,72.43,4.48,7.51
cashier,7,3.27,4.89,5.1
cashmere,8,1.51,4.72,6.62
casing,6,1.88,4.28,4.3
casino,6,20.37,4.77,4.68
casket,6,3.18,4.86,2.42
casserole,9,1.67,4.87,6
cassette,8,1.82,4.6,5.36
cast,4,23.14,3.92,5.26
castle,6,21.55,4.96,6.42
casual,6,7.31,2.03,6.05
casualty,8,2.71,2.85,3.33
cat,3,66.33,4.86,6.95
catalog,7,2.92,4.68,5.95
catastrophe,11,2.47,2.96,2.7
catastrophic,12,1.27,2.76,2.05
catch,5,135.51,4.11,5.64
catcher,7,3.75,4.44,5.39
catchy,6,2.14,1.79,5.22
category,8,4.06,2.82,5.05
cater,5,1.25,3.07,5.73
caterer,7,2.08,4.37,6.16
caterpillar,11,1.12,4.87,5.25
catfish,7,1.24,4.85,5.24
cathedral,9,3.73,4.86,6
catheter,8,1.08,4.48,2.84
Catholic,8,12.47,2.93,4.95
cattle,6,13.22,4.64,5.42
cause,5,310.04,2.43,5.14
caution,7,5.16,2.04,3.29
cautious,8,3.35,1.81,6.05
cavalier,8,1.18,2.63,5.48
cavalry,7,6.22,4.08,5.05
cave,4,13.98,4.96,5.15
caveman,7,2.02,4.3,5.4
cavern,6,1.10,4.57,5.38
caviar,6,3.82,4.7,5.53
cavity,6,2.98,4.5,2.6
cease,5,8.73,2.39,3.95
cedar,5,2.49,4.83,6.32
ceiling,7,8.35,4.85,5.39
celebrate,9,24.86,2.9,7.84
celebration,11,9.88,3.47,7.53
celebrity,9,7.29,3.28,5.42
celery,6,1.86,4.8,5.71
celestial,9,1.08,2.86,6.76
cell,4,54.35,4.44,4.09
cellar,6,9.37,4.68,4.7
cello,5,1.86,4.96,5.75
cellular,8,2.84,3.11,5.68
cement,6,4.59,4.97,4.62
cemetery,8,8.69,4.93,3.49
censorship,10,1.06,1.79,3.43
census,6,1.37,3.3,4.91
cent,4,9.47,4.19,5.37
center,6,45.78,3.85,5.56
central,7,24.75,2.71,5.33
century,7,20.84,2.83,5.36
ceramic,7,1.22,4.04,5.74
cereal,6,6.35,4.83,6.45
cerebral,8,2.02,2.22,4.95
ceremonial,10,1.37,2.24,5.67
ceremony,8,15.82,3.57,6.38
certain,7,85.37,1.68,6.11
certainty,9,3.02,1.59,6.38
certificate,11,8.98,4.59,6
certified,9,2.71,2.52,6.06
cesspool,8,1.24,4.19,2.95
chain,5,21.22,4.55,4.79
chair,5,49.24,4.58,5.89
chairman,8,11.86,4.31,5.57
chalk,5,3.59,4.9,5
challenge,9,19.86,2.11,5.95
challenger,10,1.51,2.68,5.33
chamber,7,12.75,4.59,4.73
champ,5,15.12,3.29,6.35
champagne,9,31.29,4.82,6.86
champion,8,20.92,3.82,7.33
championship,12,9.80,3.23,6.74
chance,6,241.24,1.64,6.05
chancellor,10,4.12,4.2,4.91
chandelier,10,1.41,4.79,6.47
change,6,240.35,2.89,5.09
channel,7,24.41,4.18,5.67
chant,5,2.27,4,4.32
chaos,5,9.39,2.79,2.84
chaotic,7,1.12,2.08,4.55
chap,4,6.35,3.9,5.1
chapel,6,7.96,4.6,6.67
chaplain,8,2.27,4.33,5.1
chapter,7,11.84,3.43,5.7
character,9,38.16,2.93,6.14
characteristic,14,1.18,2.38,5.57
charade,7,2.20,1.93,3.95
charcoal,8,1.76,4.85,6.2
charge,6,89.39,2.96,4.61
charger,7,1.22,4.39,5.28
chariot,7,2.02,4.86,6.11
charitable,10,2.04,2.13,7.33
charity,7,16.49,2.62,6.85
charm,5,15.57,2.76,7.34
charmer,7,1.24,2.54,6.53
charming,8,28.12,2.14,7.05
chart,5,9.47,4.48,5.35
charter,7,2.96,3.15,5.55
chase,5,32.80,3.48,3.77
chaser,6,1.29,3.35,4.72
chastity,8,1.45,2,4
chat,4,16.27,3.66,5.75
chateau,7,2.53,4.39,6.21
chatter,7,4.67,3.33,5.9
chatty,6,1.00,2.76,4.42
chauffeur,9,5.63,4.43,5.42
cheap,5,36.24,2.11,5.24
cheat,5,17.67,2.23,3.05
check,5,278.98,4.11,6.55
checkbook,9,2.35,4.97,4.86
checker,7,1.10,4.04,4.94
checkmate,9,1.76,3.36,5.14
checkout,8,1.25,3.96,5.6
checkpoint,10,1.86,3.62,4.44
checkup,7,2.10,3.48,4.48
cheek,5,7.16,4.83,5.9
cheeky,6,1.25,2.03,5.7
cheer,5,18.69,2.77,7.1
cheerful,8,3.73,2.34,8
cheerleader,11,6.45,4.9,5.79
cheery,6,1.06,2.64,7.21
cheese,6,39.04,4.7,6.81
cheesecake,10,2.31,4.97,7.67
cheetah,7,2.29,4.7,6.27
chef,4,11.88,4.3,6.15
chemical,8,11.35,3.86,4.89
chemist,7,1.86,4.24,4.95
chemistry,9,8.67,3.64,5.74
chemotherapy,12,1.16,4.35,2.25
cherish,7,4.45,1.73,6.75
cherry,6,13.59,4.62,7.05
chess,5,7.45,4.7,5.05
chest,5,40.98,4.93,5.18
chestnut,8,1.27,4.7,5.68
chew,4,9.06,3.93,5.58
chic,4,2.33,2.26,6.47
chick,5,26.16,4.93,5.86
chicken,7,61.73,4.8,6.17
chief,5,77.90,4.26,5.83
child,5,157.65,4.78,7.2
childbirth,10,1.53,4.04,6.62
childhood,9,14.18,2.53,6.65
childish,8,4.90,2.52,4.89
children,8,175.10,4.89,6.36
chili,5,7.49,4.79,4.45
chill,5,16.24,2.89,5.16
chilling,8,1.61,2.74,4.67
chilly,6,4.31,3.56,4.41
chimney,7,4.18,5,4.89
chimp,5,3.00,4.96,6
chimpanzee,10,1.22,4.96,6.39
chin,4,12.69,4.89,5.07
chip,4,20.61,4.71,6.32
chipper,7,1.29,3.22,5.95
chitchat,8,1.31,3.11,6
chivalry,8,1.20,1.88,6.7
chloroform,10,1.00,3.78,3
chocolate,9,29.39,4.72,7.63
choice,6,97.55,1.9,6.36
choir,5,5.31,4.34,6.15
choke,5,6.47,3.97,2.42
cholera,7,1.10,3.26,2.68
cholesterol,11,1.86,3.4,3.76
choose,6,48.06,2.62,6
chop,4,13.61,4.48,4.6
chopper,7,11.69,4.07,5.05
chord,5,1.82,4.29,5.75
chore,5,1.00,3.78,3.9
choreographer,13,1.04,4.23,5.32
chorus,6,6.08,4.03,6
chow,4,6.86,4.47,6.16
chowder,7,1.61,4.7,6
Christmas,9,122.43,3.41,8.37
chrome,6,1.27,4.5,6.26
chronic,7,4.94,2.17,3.86
chronicle,9,1.57,2.96,6.1
chubby,6,4.18,3.76,4.33
chuck,5,21.49,3.82,5.06
chuckle,7,1.59,3.82,7.1
chug,4,2.33,3.68,5.2
chum,4,3.06,3.81,5.3
chummy,6,1.06,1.93,5.95
chump,5,4.10,3.19,4.1
chunk,5,4.14,3.86,4.67
chunky,6,1.39,3.69,4.1
church,6,69.67,4.9,5.21
chute,5,3.61,4.61,4.05
cider,5,1.90,4.97,5.6
cigar,5,12.94,4.93,4.4
cigarette,9,26.61,4.88,3
cinch,5,3.57,3.07,4.47
cinema,6,3.88,4.69,6.86
cinnamon,8,2.98,4.85,6.75
cipher,6,1.49,3.58,5.71
circle,6,21.51,4.44,5.76
circuit,7,6.67,3.83,4.82
circular,8,1.59,3.79,5.47
circulation,11,3.63,3.03,5.71
circumstance,12,2.06,1.77,5
circumstantial,14,1.67,1.96,4
circus,6,17.06,4.43,5.85
citation,8,1.59,3.66,3.7
citizen,7,13.33,4.43,6.43
citizenship,11,1.33,2.96,7.24
city,4,169.10,4.79,6.12
civic,5,2.16,2.45,5.74
civil,5,15.94,2.07,5.8
civilian,8,9.39,4.25,5.48
civilization,12,8.33,3.32,6.2
civilized,9,6.18,1.93,6.48
claim,5,25.39,2.96,5.15
clam,4,3.92,4.89,4.7
clamp,5,6.86,4.53,4.6
clan,4,4.10,3.46,5.2
clap,4,4.73,4.16,6.05
clarify,7,2.24,2.07,6
clarinet,8,1.57,4.92,4.74
clarity,7,2.10,2,7.26
clash,5,1.33,2.63,3.96
clasp,5,1.02,4.41,5.19
class,5,117.35,3.85,5.73
classic,7,16.16,2,6.32
classical,9,4.39,2.18,6.79
classified,10,6.76,2.21,5.53
classmate,9,1.53,4.32,5.95
classroom,9,4.45,4.76,5.57
classy,6,5.76,2.12,6.63
clause,6,2.80,2.73,4.9
claustrophobic,14,1.33,2,2.95
claw,4,4.37,4.83,4.65
clay,4,12.00,4.93,5.45
clean,5,121.24,3.07,7.09
cleaner,7,6.92,3.78,5.8
cleanse,7,1.45,3.31,6.65
cleansing,9,1.02,2.75,6.85
cleanup,7,1.96,3.04,4.86
clear,5,171.82,3.55,6.14
clearance,9,6.86,2.19,6.62
cleavage,8,1.37,4.64,5.53
cleaver,7,1.33,4.7,4.95
cleric,6,1.33,4.39,4.65
clerk,5,12.90,4.28,4.76
clever,6,27.27,1.79,7.36
click,5,6.41,4.03,5.7
client,6,53.24,3.9,5.22
clientele,9,1.57,3.31,5.1
cliff,5,21.57,4.71,4.77
climate,7,3.53,3.5,5.8
climax,6,1.94,2.86,7.53
climb,5,19.75,4.11,5.62
cling,5,2.51,3.59,4.8
clinic,6,14.00,4.24,4.95
clinical,8,2.92,2.52,4.82
clip,4,5.69,4.37,5.36
clipper,7,1.16,4.3,5.67
clitoris,8,1.06,4.93,5.57
cloak,5,3.00,4.71,5.95
clock,5,58.63,5,5.65
clockwork,9,1.14,3.36,5.58
clone,5,2.51,4.34,4.18
close,5,219.43,3.2,5.23
closet,6,27.08,4.83,5.1
closure,7,3.10,1.78,5.21
clot,4,1.80,4.2,2.95
cloth,5,6.10,4.9,6.2
clothes,7,101.14,4.76,6.77
clothing,8,10.84,4.43,6.37
cloud,5,11.75,4.54,6.2
cloudy,6,2.16,4,4.89
clover,6,1.31,4.69,5.37
clown,5,15.82,4.9,5.36
club,4,98.78,3.78,6.5
clubhouse,9,1.61,4.61,6.47
cluck,5,1.43,3.33,4.75
clue,4,17.61,2.93,5.38
clueless,8,1.84,1.97,3.5
clumsy,6,5.39,2.77,4.14
cluster,7,1.31,4.04,5.05
clutch,6,2.49,3.7,4.8
coach,5,47.63,4.12,5.72
coal,4,6.57,4.66,4.56
coalition,9,1.80,2.75,4.9
coarse,6,1.35,3.25,4.5
coast,5,26.69,4.21,5.9
coaster,7,3.12,4.68,5.48
coat,4,42.08,4.97,5.29
cobbler,7,2.33,4.53,6
cobra,5,3.33,5,4.42
cocaine,7,8.25,4.52,3.05
cock,4,11.37,4.79,5.05
cockeyed,8,1.51,3.76,3.95
cockpit,7,3.22,4.27,5.53
cockroach,9,3.41,4.96,2.46
cocktail,8,10.88,4.4,6.95
cocky,5,4.12,2.31,3.45
cocoa,5,5.02,4.89,7.33
coconut,7,4.59,4.79,6.55
cocoon,6,1.12,4.83,5.22
cod,3,2.24,4.61,5.21
code,4,53.12,3,4.67
coffee,6,144.53,4.81,7
coffin,6,9.04,4.86,2.63
cognac,6,2.65,4.54,4.85
coherent,8,1.04,2,5.95
coil,4,1.61,4.56,4.94
coin,4,9.75,4.89,6.55
coincidence,11,18.59,1.57,5.58
cola,4,5.53,4.79,5.67
cold,4,130.16,3.85,4.32
coleslaw,8,1.24,4.67,4.9
collaboration,13,1.14,2.59,5.19
collapse,8,5.55,3.67,3.37
collar,6,10.51,4.64,4.95
collateral,10,3.39,2.28,4.11
colleague,9,6.78,3.79,5.26
collect,7,20.00,3.34,5.9
collection,10,18.16,4.04,5.9
collective,10,2.39,2.52,5.19
collector,9,4.31,4.1,5.27
college,7,85.18,4.62,6.44
collie,6,1.04,4.77,6.8
collision,9,2.69,3.61,2.95
cologne,7,3.16,4.76,6.05
colon,5,2.53,4.66,4.04
colonel,7,96.25,3.89,5.18
colonial,8,2.06,2.75,4.95
colony,6,5.92,3.77,5.52
color,5,39.43,4.08,7.05
colored,7,7.39,4,6.57
colorful,8,3.20,3.78,7.43
coloring,8,1.80,3.59,6.29
colossal,8,1.41,2.69,4.33
column,6,10.96,4.48,5
columnist,9,1.00,4.14,5.47
coma,4,12.27,3.69,1.89
comb,4,6.06,5,5.65
combat,6,13.84,3.67,2.95
combination,11,11.98,2.86,5.47
combine,7,2.22,3.41,4.84
combo,5,2.45,3.37,6.17
combustion,10,1.25,3.86,4.43
come,4,3140.98,2.72,5.64
comeback,8,3.33,2.23,6.14
comedian,8,4.10,4.04,7.6
comedy,6,11.80,3.1,8.05
comet,5,3.08,4.67,6.9
comfort,7,17.22,2.89,7.24
comfortable,11,47.22,2.33,7.67
comforting,10,4.35,2.41,7.47
comfy,5,2.25,3.08,7.25
comic,5,10.82,4,7.5
comics,6,4.33,4.77,6.95
command,7,43.63,2.48,4.19
commandant,10,2.57,3.77,5.16
commander,9,37.00,4.31,4.73
commanding,10,6.90,2.31,4.57
commandment,11,1.63,2.53,5.55
commando,8,1.06,3.9,5.52
commence,8,4.61,2.83,5.32
commend,7,1.78,2.14,7
comment,7,12.82,3.29,5.65
commentary,10,1.49,2.96,5.5
commentator,11,2.73,4.15,5.11
commerce,8,3.47,2.76,5.21
commercial,10,16.25,3.24,4.11
commission,10,13.78,3.04,5.81
commissioner,12,12.24,3.64,4.68
commit,6,19.29,2.17,5.85
commitment,10,10.78,1.74,6.33
committee,9,22.02,4.14,5.52
commodity,9,1.65,2.91,5.86
commodore,9,3.61,3.88,4.82
common,6,44.61,2.07,5.94
commotion,9,2.08,2.71,4.1
commune,7,1.31,2.89,5
communicate,11,8.51,3.43,6.28
communication,13,10.35,2.9,6.73
communion,9,2.08,3.39,5.37
communism,9,2.10,1.86,2.94
communist,9,7.57,3.5,3.22
community,9,29.14,3.52,6.09
compact,7,1.69,3.04,4.95
companion,9,6.33,3.75,7.25
companionship,13,1.88,2.45,7.9
company,7,147.20,4.11,5.64
compare,7,8.35,2.52,5.09
comparison,10,3.67,2,5.11
compartment,11,5.96,3.57,5.36
compass,7,4.06,4.66,5.75
compassion,10,6.25,1.89,7.9
compassionate,13,1.78,1.79,7.95
compatible,10,2.35,2.31,6.29
compel,6,1.02,1.83,4.89
compelling,10,1.90,1.81,6
compensate,10,2.43,2.65,6.36
compensation,12,2.14,3.25,6.55
compete,7,8.47,2.57,5.35
competent,9,2.43,1.93,6.05
competition,11,20.90,3.86,5.33
competitive,11,4.20,1.89,5.45
competitor,10,1.37,3.23,4.45
complain,8,12.55,2.6,3.1
complaint,9,10.16,2.69,3.21
complete,8,51.69,2.7,6.5
completion,10,1.55,2.33,7.38
complex,7,13.12,1.96,4.21
complexion,10,1.92,3.36,5.42
complicate,10,1.47,1.65,3.3
complicated,11,27.16,2.21,3.82
complication,12,1.39,1.86,3.05
compliment,10,10.25,2.82,7.24
complimentary,13,1.88,2.37,6.9
comply,6,2.31,2.19,4.25
component,9,1.59,3.04,5.62
compose,7,1.57,2.83,5.64
composer,8,2.49,4.37,6.42
composite,9,1.25,3.29,4.89
composition,11,2.43,3.1,5.52
compound,8,7.08,3.03,5.62
comprehend,10,1.84,1.86,6.57
comprehension,13,1.08,1.78,6.24
comprehensive,13,1.14,1.82,6.79
compression,11,1.24,3.07,4.79
compromise,10,7.02,1.8,5.62
compulsion,10,1.24,1.79,3.95
compulsive,10,1.92,1.93,4.5
computer,8,59.04,4.93,6.84
comrade,7,8.55,3.69,7.3
con,3,12.63,2.5,3.21
conceal,7,2.53,3.19,3.95
concede,7,1.04,1.96,4.48
conceivable,11,1.20,1.69,5.6
conceive,8,2.29,2.04,5.63
concentrate,11,15.65,2.48,6.46
concentration,13,5.53,2.1,5.45
concept,7,10.84,1.41,4.89
conception,10,2.08,2.24,6
concern,7,26.12,1.7,5.05
concerned,9,44.33,1.86,4.61
concert,7,17.55,4.35,7
concession,10,1.35,2.71,5.32
concierge,9,1.43,3.89,5.35
conclude,8,2.49,1.78,4.81
conclusion,10,9.12,2.11,4.8
conclusive,10,1.20,1.52,5.32
concrete,8,7.43,4.59,4.82
concubine,9,1.25,3.36,3.53
concur,6,1.20,2.08,6
concussion,10,4.49,3.19,3.45
condemn,7,2.37,1.96,2.62
condescending,13,1.29,2.19,3.8
condition,9,37.96,2.15,4.32
conditioner,11,2.16,4.21,5.84
conditioning,12,3.84,2.25,4.89
condom,6,5.16,4.87,5.44
condone,7,1.16,1.79,5.1
condor,6,1.18,4.46,4.76
conduct,7,11.10,2.08,5.21
conductor,9,3.04,4.26,5.5
conduit,7,1.04,3.58,4.5
cone,4,2.92,4.86,6.1
confederate,11,1.86,3.27,4.5
confer,6,1.29,2.35,5.09
conference,10,25.41,3.86,5.1
confess,7,15.84,2.57,4.85
confession,10,16.49,2.4,5.47
confessional,12,1.29,2.77,4.62
confide,7,1.90,1.81,6.21
confidence,10,19.47,2.17,6.71
confident,9,10.65,2.62,7.56
confidential,12,6.71,2.08,6.05
confirm,7,14.43,2.15,5.76
confirmation,12,5.49,2.39,5.71
conflict,8,8.71,2.21,3.05
confound,8,1.16,2.22,3.85
confounded,10,1.06,1.81,4.32
confront,8,4.27,2.43,4.59
